index,actor_id,name,year,total_emissions,population,gdp,energy_consumption_EJ,renewable_consumption_EJ,emissions_per_pop,gdp_per_pop,energy_per_gdp,emissions_per_energy,population_per_emissions,renewables_per_energy
0,AE,United Arab Emirates,1980,25887461.5364,1014049,40415000000,0.389363098,0.0,25.528807322328607,39855.076036759565,9.634123419522455e-12,66486684.715047136,0.03917143434763427,0.0
1,AE,United Arab Emirates,1981,29783449.9933,1100180,45002000000,0.453342131,0.0,27.07143375929393,40904.21567379883,1.0073821852362117e-11,65697511.78343493,0.03693930690526092,0.0
2,AE,United Arab Emirates,1982,32275029.339999996,1167856,41848000000,0.48947755,0.0,27.636137794385604,35833.184913208475,1.1696557780539094e-11,65937711.21882913,0.03618450622297715,0.0
3,AE,United Arab Emirates,1983,31118438.920800004,1237572,38345000000,0.469854986,0.0,25.144750302043036,30984.055877153005,1.2253357308645195e-11,66229879.10742317,0.039769732766793436,0.0
4,AE,United Arab Emirates,1984,38334978.092099994,1308331,38012000000,0.5851684269999999,0.0,29.300672453759788,29053.809777495146,1.5394307771230135e-11,65511015.84313604,0.034128909552438705,0.0
5,AE,United Arab Emirates,1985,47744272.566,1379537,37310000000,0.7258807170000001,0.0,34.6089105011319,27045.30578012768,1.9455393111766285e-11,65774267.65560435,0.028894292987561528,0.0
6,AE,United Arab Emirates,1986,57869685.8171,1468698,29568000000,0.8797940230000001,0.0,39.402032151674476,20132.117017930166,2.975493854843074e-11,65776402.54905437,0.02537940165498552,0.0
7,AE,United Arab Emirates,1987,64406778.997200005,1575909,32466000000,0.98307752,0.0,40.869605413256735,20601.443357452747,3.028021684223496e-11,65515463.111393295,0.024468061041656972,0.0
8,AE,United Arab Emirates,1988,72054455.1194,1683682,32999000000,1.08677705,0.0,42.795762572385996,19599.306757451825,3.293363586775357e-11,66301045.940747455,0.02336679941871747,0.0
9,AE,United Arab Emirates,1989,80293666.3083,1791840,38090000000,1.2245938120000002,0.0,44.81073438939861,21257.478346280917,3.215000819112628e-11,65567591.08325463,0.022316081484185214,0.0
10,AE,United Arab Emirates,1990,81694236.86079998,1900152,49090000000,1.241829713,0.0,42.993527286659166,25834.7753232373,2.529699965369729e-11,65785377.82241001,0.023259315136729866,0.0
11,AE,United Arab Emirates,1991,100243774.2695,2008384,49821000000,1.5150147779999998,0.0,49.91265329214931,24806.51110544597,3.040916035406756e-11,66166862.34693614,0.020034999825530985,0.0
12,AE,United Arab Emirates,1992,97520046.1684,2116231,52208000000,1.464104437,0.0,46.0819476552418,24670.274653381413,2.804367983833895e-11,66607301.845366925,0.021700471678875545,0.0
13,AE,United Arab Emirates,1993,101392690.2166,2223284,53438000000,1.524493277,0.0,45.60492056642337,24035.615782778987,2.852826222912534e-11,66509109.45053647,0.02192745843167306,0.0
14,AE,United Arab Emirates,1994,110629331.91380005,2329024,57450000000,1.672826885,0.0,47.500297083155886,24666.984968810968,2.911796144473455e-11,66133162.31691245,0.02105249990856606,0.0
15,AE,United Arab Emirates,1995,114602455.97529998,2433989,63637000000,1.745535614,0.0,47.08421277799529,26145.14691726216,2.742957106714647e-11,65654607.706732236,0.02123854134962511,0.0
16,AE,United Arab Emirates,1996,117005313.2646,2572735,70991000000,1.7988765220000005,0.0,45.47896043105877,27593.592033380817,2.5339501091687684e-11,65043549.03387858,0.02198818949513793,0.0
17,AE,United Arab Emirates,1997,121662267.5541,2746119,76199000000,1.87724305,0.0,44.3033486728361,27747.88710904371,2.4636058872163674e-11,64809012.106397204,0.022571657221322733,0.0
18,AE,United Arab Emirates,1998,124135463.7254,2921130,73394000000,1.922806354,0.0,42.495699857726294,25125.20839538124,2.6198413412540535e-11,64559524.39888807,0.023531792707214033,0.0
19,AE,United Arab Emirates,1999,124492931.269,3097563,82865000000,1.938128307,0.0,40.19060508825809,26751.675430007395,2.338898578410668e-11,64233585.99085772,0.02488143678862291,0.0
20,AE,United Arab Emirates,2000,123592396.1162,3275333,103893000000,1.928814821,0.0,37.73429941816603,31719.82818235581,1.856539729336914e-11,64076859.411585785,0.02650108827828351,0.0
21,AE,United Arab Emirates,2001,124240582.4549336,3454198,103312000000,1.949637674716,0.0,35.96799675494387,29909.11349030947,1.8871357390390275e-11,63724959.80466293,0.027802493611561733,0.0
22,AE,United Arab Emirates,2002,132424241.71570957,3633655,109816000000,2.130095299776,0.0,36.443812556698305,30221.9115463631,1.9396948530050265e-11,62168223.98961927,0.027439500146814413,0.0
23,AE,United Arab Emirates,2003,142082621.80017602,3813443,124346000000,2.2721590665600004,0.0,37.258357290295415,32607.279038915753,1.8272876220867584e-11,62531987.25883485,0.02683961593391202,0.0
24,AE,United Arab Emirates,2004,152521006.25817522,3993339,147824000000,2.4302354274119997,0.0,38.193853879717004,37017.64363105662,1.644005998628098e-11,62759765.79791593,0.02618222301287731,0.0
25,AE,United Arab Emirates,2005,159167072.46750224,4280994,180617000000,2.536553056504,0.0,37.17993355456752,42190.43521200917,1.4043822322948561e-11,62749356.67494926,0.02689622880934791,0.0
26,AE,United Arab Emirates,2006,168143839.08890173,4898955,222117000000,2.668654647952,0.0,34.32238897660863,45339.66937846949,1.201463484538329e-11,63006968.405574694,0.029135501048062805,0.0
27,AE,United Arab Emirates,2007,184795346.25448555,5872624,257916000000,2.9460999118920004,0.0,31.467253182646385,43918.3574497533,1.1422710928720981e-11,62725417.25708448,0.03177906867802118,0.0
28,AE,United Arab Emirates,2008,210574141.0040795,6988685,315475000000,3.378241947848,0.0,30.130724307087743,45140.82406060654,1.0708429979706792e-11,62332462.936297074,0.033188714277431655,0.0
29,AE,United Arab Emirates,2009,204367297.3806306,7992644,253547000000,3.3320709394529033,6.388161290322578e-05,25.56942325726388,31722.54387909683,1.3141827509112328e-11,61333417.293386295,0.03910921220000202,1.917174455887022e-05
30,AE,United Arab Emirates,2010,213794426.54205027,8481771,289787000000,3.5009700739859677,0.0001840941539679,25.206342701547857,34165.859936562774,1.2081184021318996e-11,61067196.24102311,0.03967255431858397,5.258375538134859e-05
31,AE,United Arab Emirates,2011,220766323.72384876,8575205,350666000000,3.67535279001459,0.000205535216365,25.744728402860193,40893.01655179089,1.0481064003965568e-11,60066702.80024258,0.0388429034617006,5.592258161540571e-05
32,AE,United Arab Emirates,2012,231909374.5448512,8664970,374591000000,3.8667592230499994,0.0002392919999999,26.764013556290582,43230.501663594914,1.0322616461821024e-11,59975126.75793842,0.03736360385174596,6.188438074278457e-05
33,AE,United Arab Emirates,2013,247116225.8543156,8751848,390108000000,4.079681763916188,0.0008538866362223,28.23589096317893,44574.35732430453,1.0457826458099266e-11,60572427.00643949,0.03541591803510121,0.0002093022656263838
34,AE,United Arab Emirates,2014,242929513.30742112,8835952,403137000000,4.038183378196615,0.0031060465346725,27.493303868945997,45624.62539407185,1.0016900900181863e-11,60158118.2813717,0.03637249290833727,0.0007691692634472702
35,AE,United Arab Emirates,2015,265163298.0162696,8916899,358135000000,4.4314671320269765,0.0030811338248847,29.737165130643465,40163.62639074414,1.2373733737353168e-11,59836458.24650007,0.03362795329032635,0.0006952852707891738
36,AE,United Arab Emirates,2016,275869303.5357562,8994263,357045000000,4.6234835907677105,0.0030987178316472,30.671696339739697,39696.97128047067,1.2949302162942236e-11,59666980.12871052,0.03260334834185069,0.000670212788866559
37,AE,United Arab Emirates,2017,277730924.2334685,9068296,385605000000,4.639606364430242,0.0071508591290322,30.62658345442942,42522.32172394902,1.203201816478065e-11,59860880.94944983,0.03265137299718534,0.001541264186516898
38,AE,United Arab Emirates,2018,272169138.5456312,9140170,422215000000,4.5782177070660435,0.0125336286926994,29.777251248678215,46193.34213696244,1.0843332679004876e-11,59448710.38473421,0.03358268335947862,0.0027376655053679374
39,AE,United Arab Emirates,2019,270253149.7447916,9211657,417216000000,4.547959348655886,0.0360118490758678,29.33816899009501,45292.17707519939,1.0900730913138245e-11,59422947.53022866,0.03408529006488491,0.007918243395581542
40,AE,United Arab Emirates,2020,247397592.50712597,9287289,358869000000,4.259306240873623,0.0432335069734799,26.63830020871817,38640.87787081892,1.1868693704035799e-11,58084011.46013451,0.037539932809703844,0.010150363587055039
41,AE,United Arab Emirates,2021,260084515.2533928,9365145,419762000000,4.528432432359379,0.048530113636245,27.771541738370605,44821.72993584189,1.0788095235774984e-11,57433674.70714032,0.036008083721846385,0.010716757809933825
42,AR,Argentina,1980,101643013.92307489,28024803,233696000000,1.6991247772076423,0.0011379041668504,3.6268948589246066,8338.898938914932,7.2706626438092324e-12,59820806.150632426,0.27571794576270275,0.0006697001786534137
43,AR,Argentina,1981,97215867.47699311,28471285,189802000000,1.6488130430872818,0.0010000053762877,3.4145233514045157,6666.4360249282745,8.687016169941739e-12,58961122.29617223,0.29286664552716096,0.0006065001611190939
44,AR,Argentina,1982,97174009.8563316,28922762,94250000000,1.6794460107694025,0.0013212669640666,3.3597762847245227,3258.6790984899712,1.781905581718199e-11,57860752.43455632,0.2976388649882957,0.0007867278588260719
45,AR,Argentina,1983,100186432.98730016,29377137,116267000000,1.7503378839574295,0.0017809697019745,3.410353874419422,3957.7376107140735,1.5054468455859613e-11,57238338.89762099,0.29322470242776194,0.0010175005170703461
46,AR,Argentina,1984,97797472.12924889,29832197,130544000000,1.754968212079307,0.0013214398657149,3.2782524240252533,4375.943213300717,1.3443499602274383e-11,55726064.6979909,0.3050405736517795,0.00075297082683295
